,colonia,precio por metro cuadrado,ID
0,Miguel Hidalgo,22517,12604
1,La Draga,15625,12618
2,Santiago Zapotitlan,24444,12606
3,Santa Ana Poniente,17750,12626
4,Villa Centroamericana,15012,12620
5,Santa Ana Norte,15192,12625
6,Los Olivos,21809,12609
7,Delegación politica Tláhuac,24138,0
8,Santa Ana,13846,12586
9,Agrícola Metropolitana,7040,12621
