,colonia,precio por metro cuadrado,ID
0,San Salvador Cuauhtenco,7368,12566
1,San Antonio Tecomitl,10000,0
2,Villa Milpa Alta,15200,12546
3,San Bartolomé Xicomulco,12938,12565
